COUNTY,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4
Placer,May-14,11,0,0,3,1,5,6,9,10,7,1
Placer,Jun-14,10,0,0,1,4,4,6,11,6,13,1
Placer,Jul-14,21,0,0,1,2,2,7,6,3,14,0
Placer,Aug-14,15,0,0,0,2,2,5,12,2,6,0
Placer,Sep-14,9,0,0,0,2,5,2,6,5,5,0
Placer,Oct-14,12,0,0,1,2,2,4,8,7,5,0
Placer,Nov-14,5,0,0,0,0,1,4,9,6,6,0
Placer,Dec-14,6,0,0,0,5,3,4,14,4,6,0
Placer,Jan-15,7,0,0,2,2,1,6,9,4,3,1
Placer,Feb-15,10,0,0,0,1,1,1,11,4,15,0
Placer,Mar-15,7,0,0,1,2,4,5,17,3,9,1
Placer,Apr-15,9,0,0,3,4,4,7,8,4,8,0
Placer,May-15,13,0,0,3,2,3,7,10,4,5,0
Placer,Jun-15,9,0,0,2,1,2,2,12,2,4,0
Placer,Jul-15,20,0,0,0,0,3,3,19,3,11,0
Placer,Aug-15,13,0,0,0,0,1,5,12,8,12,2
Placer,Sep-15,17,0,0,1,1,1,2,10,6,4,0
Placer,Oct-15,13,0,0,1,0,1,4,11,6,11,3
Placer,Nov-15,7,0,0,0,0,2,2,10,1,9,4
Placer,Dec-15,8,0,0,1,3,2,3,14,5,9,3
Placer,Jan-16,11,0,0,3,3,2,7,17,4,5,0
Placer,Feb-16,9,0,0,2,2,8,6,6,7,2,0
Placer,Mar-16,14,0,0,2,3,8,11,11,5,8,0
Placer,Apr-16,14,0,0,0,2,7,7,11,1,10,0
Placer,May-16,8,0,0,2,2,7,10,11,5,11,0
Placer,Jun-16,12,0,0,2,8,7,6,11,2,7,1
Placer,Jul-16,10,0,0,3,2,3,9,20,5,9,0
Placer,Aug-16,12,0,0,2,4,4,5,11,3,11,0
Placer,Sep-16,11,0,0,5,6,8,6,17,4,12,2
Placer,Oct-16,6,0,0,3,5,6,8,7,5,9,0
Placer,Nov-16,9,0,0,5,5,11,8,14,3,16,0
Placer,Dec-16,12,0,0,4,4,6,8,8,2,10,3
Placer,Jan-17,14,0,0,5,3,1,8,9,5,11,3
Placer,Feb-17,4,0,0,3,1,1,5,12,5,9,1
Placer,Mar-17,19,0,0,12,10,2,10,9,4,10,2
Placer,Apr-17,17,0,0,6,4,3,13,4,2,7,1
Placer,May-17,12,0,0,7,7,5,9,9,3,12,2
Placer,Jun-17,10,0,0,3,3,4,2,10,3,10,1
Placer,Jul-17,12,0,0,10,5,4,8,5,6,13,2
Placer,Aug-17,18,0,0,4,3,6,7,9,3,10,2
Placer,Sep-17,11,0,0,6,3,9,10,4,3,22,2
Placer,Oct-17,18,0,0,8,4,3,13,9,2,8,1
Placer,Nov-17,14,0,0,4,4,6,14,9,4,15,3
Placer,Dec-17,18,0,0,5,6,1,6,11,3,10,10
Placer,Jan-18,17,0,0,10,6,2,5,15,14,9,2
Placer,Feb-18,16,0,0,9,7,6,9,9,1,8,0
Placer,Mar-18,17,0,0,4,19,3,18,14,2,12,0
Placer,Apr-18,16,0,0,6,11,5,8,14,4,10,1
Placer,May-18,11,0,0,1,11,3,14,9,2,16,2
Placer,Jun-18,22,0,0,3,11,7,21,10,2,10,5
Placer,Jul-18,21,0,0,7,13,5,14,13,4,9,0
Placer,Aug-18,10,0,0,3,12,2,16,7,4,14,0
Placer,Sep-18,20,0,0,2,7,2,12,10,4,9,0
Plumas,Oct-11,0,0,0,0,0,0,0,2,U,1,0
Plumas,Nov-11,0,0,0,0,0,0,0,0,1,1,0
Plumas,Dec-11,3,0,0,0,1,0,0,2,1,1,0
Plumas,Jan-12,1,0,0,0,0,0,0,0,1,0,0
Plumas,Feb-12,3,0,0,0,0,0,0,1,1,0,1
Plumas,Mar-12,0,0,0,0,0,0,0,0,1,3,1
Plumas,Apr-12,1,0,0,0,0,0,0,1,2,2,1
Plumas,May-12,1,0,0,0,0,0,0,0,0,0,0
Plumas,Jun-12,3,3,0,0,0,0,0,2,2,1,0
Plumas,Jul-12,1,2,0,0,0,1,0,0,0,1,1
Plumas,Aug-12,2,0,1,0,0,0,0,1,1,1,1
Plumas,Sep-12,0,0,0,0,0,0,0,1,0,0,1
Plumas,Oct-12,3,1,0,1,0,1,0,1,0,3,0
Plumas,Nov-12,0,0,0,0,0,2,0,1,0,0,0
Plumas,Dec-12,0,0,0,0,0,2,0,1,0,0,0
Plumas,Jan-13,0,0,0,0,0,2,0,0,0,0,0
Plumas,Feb-13,1,1,0,0,0,0,0,0,0,0,0
Plumas,Mar-13,1,2,0,0,0,0,0,0,0,0,0
Plumas,Apr-13,3,0,0,1,0,0,0,0,0,0,0
Plumas,May-13,1,0,0,0,0,0,0,0,0,0,0
Plumas,Jun-13,0,0,0,0,0,0,0,1,0,0,0
Plumas,Jul-13,0,0,0,0,0,0,0,0,0,1,0
Plumas,Aug-13,2,1,0,0,0,0,0,0,0,0,0
Plumas,Sep-13,2,0,1,0,0,0,0,1,0,1,0
Plumas,Oct-13,1,1,0,0,0,0,0,0,0,0,0
Plumas,Nov-13,1,0,0,0,0,0,0,0,0,0,0
Plumas,Dec-13,0,1,0,0,0,0,0,0,0,0,0
Plumas,Jan-14,1,0,0,0,1,0,0,1,0,0,0
Plumas,Feb-14,0,0,0,1,0,1,0,1,0,1,0
Plumas,Mar-14,1,1,1,1,1,1,0,0,1,1,0
Plumas,Apr-14,0,0,1,2,0,0,0,1,0,1,1
Plumas,May-14,0,0,0,1,1,0,0,0,0,0,0
Plumas,Jun-14,0,0,0,0,0,0,0,0,0,1,0
Plumas,Jul-14,1,0,0,0,0,0,0,0,0,1,0
Plumas,Aug-14,0,0,0,0,0,0,0,0,0,0,0
Plumas,Sep-14,0,1,0,0,0,0,0,0,0,0,0
Plumas,Oct-14,0,0,0,0,0,0,0,0,0,1,0
Plumas,Nov-14,0,0,0,0,0,1,0,0,0,1,0
Plumas,Dec-14,0,0,0,0,0,0,0,0,0,0,0
Plumas,Jan-15,0,1,0,0,0,0,0,0,0,1,0
Plumas,Feb-15,0,0,0,0,0,0,0,0,0,0,0
Plumas,Mar-15,1,0,0,0,0,0,0,0,0,0,0
Plumas,Apr-15,1,0,0,0,0,0,0,2,0,0,1
Plumas,May-15,0,0,0,0,0,0,0,0,0,0,0
Plumas,Jun-15,1,0,0,0,0,0,0,0,0,0,0
Plumas,Jul-15,1,0,0,0,0,0,0,1,0,0,0
Plumas,Aug-15,0,1,0,0,0,0,0,1,0,0,0
Plumas,Sep-15,0,0,0,1,0,1,1,0,0,1,1
Plumas,Oct-15,0,0,0,0,0,0,0,0,0,0,0
Plumas,Nov-15,0,0,0,0,0,0,0,1,0,2,1
Plumas,Dec-15,0,0,0,1,0,0,0,2,0,1,0
Plumas,Jan-16,0,0,0,0,1,1,0,0,0,1,0
Plumas,Feb-16,1,0,0,0,0,0,0,0,0,0,0
Plumas,Mar-16,2,0,0,0,0,1,0,0,0,0,0
Plumas,Apr-16,1,0,0,0,0,1,0,0,0,0,0
Plumas,May-16,0,1,0,2,0,1,0,0,0,0,0
Plumas,Jun-16,1,0,0,2,3,1,3,0,0,0,0
Plumas,Jul-16,0,1,0,0,0,1,1,1,0,0,0
Plumas,Aug-16,0,0,0,1,1,1,0,1,0,0,0
Plumas,Sep-16,1,0,1,0,0,0,0,0,1,1,1
Plumas,Oct-16,1,0,0,0,0,0,0,3,1,0,0
Plumas,Nov-16,1,0,0,0,0,1,0,0,0,1,0
Plumas,Dec-16,0,0,0,1,1,0,1,0,0,1,0
Plumas,Jan-17,1,1,0,0,0,0,0,1,0,0,0
Plumas,Feb-17,0,0,0,0,0,0,0,0,0,0,0
Plumas,Mar-17,1,0,0,0,0,1,1,0,0,0,0
Plumas,Apr-17,1,0,0,1,0,0,0,0,0,1,0
Plumas,May-17,1,0,0,0,0,0,0,1,0,0,0
Plumas,Jun-17,1,0,0,0,0,0,0,1,0,2,0
Plumas,Jul-17,0,0,0,0,0,0,0,1,0,1,0
Plumas,Aug-17,2,0,1,0,0,0,0,2,1,2,0
Plumas,Sep-17,1,0,0,0,0,1,0,1,0,1,0
Plumas,Oct-17,1,0,0,0,0,0,0,0,0,2,0
Plumas,Nov-17,0,0,0,0,0,1,1,0,0,0,0
Plumas,Dec-17,0,0,0,0,0,1,1,0,0,1,1
Plumas,Jan-18,0,0,0,0,0,0,1,0,0,3,0
Plumas,Feb-18,0,1,0,0,0,1,0,0,0,0,0
Plumas,Mar-18,0,1,0,0,0,0,0,5,0,1,0
Plumas,Apr-18,1,0,0,1,1,0,0,1,1,0,0
Plumas,May-18,1,0,0,0,0,0,0,2,1,1,0
Plumas,Jun-18,0,0,0,1,0,0,0,1,0,0,0
Plumas,Jul-18,1,0,0,0,0,1,1,2,1,1,0
Plumas,Aug-18,0,0,0,0,0,1,0,2,1,1,0
Plumas,Sep-18,0,0,0,1,1,0,1,1,0,5,0
Riverside,Oct-11,182,U,U,1,1,0,1,247,53,180,U
Riverside,Nov-11,162,U,U,3,4,1,1,178,148,187,U
Riverside,Dec-11,139,U,U,13,13,6,9,267,142,151,U
Riverside,Jan-12,140,U,U,14,27,16,28,255,127,151,U
Riverside,Feb-12,132,U,U,15,29,18,36,254,197,167,U
Riverside,Mar-12,105,U,U,28,35,22,42,310,218,159,U
Riverside,Apr-12,115,25,2,62,30,32,37,271,305,142,U
Riverside,May-12,116,U,U,49,47,32,57,319,308,122,U
Riverside,Jun-12,118,U,U,54,48,53,98,320,171,116,U
Riverside,Jul-12,139,U,U,64,71,30,75,270,263,129,U
Riverside,Aug-12,154,8,2,35,74,55,124,306,278,131,U
Riverside,Sep-12,109,6,2,56,73,38,66,260,243,82,U
Riverside,Oct-12,179,0,1,24,67,57,144,254,247,113,U
Riverside,Nov-12,125,9,4,28,67,48,123,196,133,82,17
Riverside,Dec-12,136,4,2,23,61,71,78,189,141,90,39
Riverside,Jan-13,182,7,0,71,51,82,130,237,169,95,44
Riverside,Feb-13,147,5,5,58,84,55,118,208,172,61,31
Riverside,Mar-13,194,1,5,55,61,89,119,186,103,93,41
Riverside,Apr-13,220,0,1,39,55,73,120,189,142,98,24
Riverside,May-13,253,1,1,29,65,94,128,145,167,94,12
Riverside,Jun-13,309,22,1,31,74,82,112,175,115,69,10
Riverside,Jul-13,334,19,0,39,79,112,117,126,70,78,42
Riverside,Aug-13,319,24,2,39,83,90,105,156,24,98,28
Riverside,Sep-13,248,9,6,38,86,102,110,137,56,84,11
Riverside,Oct-13,244,11,14,34,67,89,103,147,54,85,12
Riverside,Nov-13,180,9,13,26,51,93,71,121,36,68,10
Riverside,Dec-13,257,4,5,35,64,78,70,106,48,71,9
Riverside,Jan-14,276,10,6,30,64,109,93,140,50,87,7
Riverside,Feb-14,307,9,2,38,84,78,86,104,55,64,12
Riverside,Mar-14,308,6,5,43,80,86,80,132,54,75,14
Riverside,Apr-14,339,13,8,38,77,96,117,113,88,65,14
Riverside,May-14,317,5,4,34,87,110,115,128,62,73,14
Riverside,Jun-14,335,15,7,34,81,86,105,110,46,53,9
Riverside,Jul-14,342,1,7,42,104,116,129,117,67,60,11
Riverside,Aug-14,335,10,6,32,94,102,115,115,47,58,14
Riverside,Sep-14,306,9,3,41,91,95,106,113,69,49,13
Riverside,Oct-14,284,17,9,42,93,79,113,104,61,56,7
Riverside,Nov-14,115,2,3,33,68,79,110,82,62,30,1
Riverside,Dec-14,148,12,5,31,84,64,92,112,62,39,7
Riverside,Jan-15,123,24,8,37,71,62,93,117,57,46,10
Riverside,Feb-15,106,24,7,41,85,64,96,113,65,42,7
Riverside,Mar-15,132,25,7,36,112,68,140,143,59,58,13
Riverside,Apr-15,135,15,12,24,96,71,139,146,62,61,23
Riverside,May-15,106,18,11,27,78,74,95,152,64,80,15
Riverside,Jun-15,118,19,7,24,109,59,104,194,56,71,19
Riverside,Jul-15,124,19,3,26,102,66,127,170,66,72,21
Riverside,Aug-15,116,8,2,25,91,64,122,146,64,61,20
Riverside,Sep-15,139,21,10,33,84,76,117,153,69,67,15
Riverside,Oct-15,109,9,1,27,112,75,147,165,88,64,18
Riverside,Nov-15,106,18,5,27,63,47,113,126,61,56,15
Riverside,Dec-15,130,8,5,19,71,64,100,126,58,61,20
Riverside,Jan-16,106,18,5,29,113,55,124,148,72,78,22
Riverside,Feb-16,119,4,11,18,86,73,133,138,66,69,10
Riverside,Mar-16,136,16,5,28,100,55,137,150,74,72,20
Riverside,Apr-16,154,14,8,23,91,80,135,173,77,55,24
Riverside,May-16,136,1,1,16,94,52,141,168,73,70,25
Riverside,Jun-16,146,16,5,24,101,65,122,154,49,68,15
Riverside,Jul-16,142,15,6,30,107,73,135,153,38,77,14
Riverside,Aug-16,158,6,4,34,113,73,167,180,53,74,17
Riverside,Sep-16,195,9,2,13,93,88,158,157,48,86,30
Riverside,Oct-16,148,15,8,28,78,71,126,155,54,65,12
Riverside,Nov-16,154,20,9,17,103,69,140,137,42,65,15
Riverside,Dec-16,144,4,3,37,102,74,152,137,43,82,35
Riverside,Jan-17,161,6,4,29,100,70,87,177,45,68,22
Riverside,Feb-17,144,10,0,30,113,63,154,106,44,67,15
Riverside,Mar-17,175,12,10,24,107,76,133,145,51,60,16
Riverside,Apr-17,170,4,6,22,94,71,139,131,30,87,23
Riverside,May-17,161,24,17,16,109,59,140,127,46,82,20
Riverside,Jun-17,169,4,4,29,101,55,137,151,53,72,20
Riverside,Jul-17,171,7,3,22,103,75,141,139,58,67,20
Riverside,Aug-17,183,15,7,32,127,79,180,152,54,76,17
Riverside,Sep-17,161,15,8,24,97,74,133,143,59,75,26
Riverside,Oct-17,152,6,9,28,112,72,159,141,36,73,20
Riverside,Nov-17,168,17,8,41,94,54,124,131,59,88,17
Riverside,Dec-17,154,5,7,35,118,65,146,131,47,69,22
Riverside,Jan-18,171,12,2,30,84,72,147,140,34,96,21
Riverside,Feb-18,171,2,6,36,135,86,162,145,60,66,15
Riverside,Mar-18,187,10,5,41,153,88,182,164,68,77,21
Riverside,Apr-18,214,8,4,32,109,98,188,168,55,103,20
Riverside,May-18,206,6,5,40,115,88,150,179,58,80,28
Riverside,Jun-18,186,14,3,34,131,101,154,167,64,74,28
Riverside,Jul-18,180,10,2,38,145,77,188,167,50,90,28
Riverside,Aug-18,196,12,5,35,124,101,176,199,59,89,23
Riverside,Sep-18,142,19,6,32,116,93,173,157,44,91,23
Sacramento,Oct-11,73,U,U,U,U,U,U,299,U,186,34
Sacramento,Nov-11,52,U,U,U,U,U,U,254,U,165,65
Sacramento,Dec-11,37,U,U,U,U,U,U,279,U,192,59
Sacramento,Jan-12,53,0,0,18,2,14,1,325,255,200,87
Sacramento,Feb-12,43,1,0,42,2,38,2,302,216,188,83
Sacramento,Mar-12,46,2,1,51,2,51,0,303,248,161,53
Sacramento,Apr-12,38,1,0,51,2,43,1,287,215,172,57
Sacramento,May-12,49,2,0,66,6,56,4,300,210,166,66
Sacramento,Jun-12,40,0,0,58,1,62,5,261,181,164,58
Sacramento,Jul-12,34,2,0,52,3,74,3,389,183,164,66
Sacramento,Aug-12,48,1,2,85,8,80,7,271,228,176,65
Sacramento,Sep-12,43,4,0,45,4,67,4,275,178,168,64
Sacramento,Oct-12,36,7,0,56,12,73,8,261,220,160,63
Sacramento,Nov-12,32,9,1,60,8,69,10,201,200,164,57
Sacramento,Dec-12,32,12,1,70,5,68,7,191,123,167,49
Sacramento,Jan-13,45,13,0,89,20,74,19,232,164,199,74
Sacramento,Feb-13,48,15,1,72,13,83,10,201,153,167,48
Sacramento,Mar-13,41,8,1,106,15,84,12,207,210,151,53
Sacramento,Apr-13,55,12,0,102,26,76,26,200,112,166,63
Sacramento,May-13,72,13,1,71,15,78,20,202,159,167,62
Sacramento,Jun-13,63,8,0,95,23,98,31,156,156,156,58
Sacramento,Jul-13,58,5,0,91,30,81,36,170,96,166,73
Sacramento,Aug-13,111,2,0,93,23,72,35,175,30,164,59
Sacramento,Sep-13,95,2,0,85,21,56,27,165,28,159,53
Sacramento,Oct-13,106,7,1,102,19,80,24,189,28,177,59
Sacramento,Nov-13,77,6,0,63,12,72,18,148,25,162,57
Sacramento,Dec-13,110,2,0,88,16,69,18,146,39,149,47
Sacramento,Jan-14,133,13,0,108,24,75,34,179,38,143,63
Sacramento,Feb-14,133,11,0,77,22,75,31,157,42,145,53
Sacramento,Mar-14,169,6,0,81,22,77,28,186,53,144,59
Sacramento,Apr-14,143,10,0,94,21,67,33,113,47,116,49
Sacramento,May-14,145,10,0,104,16,78,20,152,57,117,47
Sacramento,Jun-14,154,0,0,111,19,80,25,142,55,117,56
Sacramento,Jul-14,141,14,0,99,24,103,28,161,57,107,39
Sacramento,Aug-14,151,14,1,98,7,99,23,129,49,119,47
Sacramento,Sep-14,154,34,0,120,18,88,28,142,61,104,55
Sacramento,Oct-14,145,21,1,124,15,81,22,114,44,113,42
Sacramento,Nov-14,97,15,0,80,17,62,17,64,39,80,49
Sacramento,Dec-14,101,17,1,80,24,67,26,60,42,93,29
Sacramento,Jan-15,117,12,0,133,24,74,21,132,58,111,37
Sacramento,Feb-15,106,18,1,103,19,72,21,99,26,102,44
Sacramento,Mar-15,110,15,2,125,21,97,20,137,38,110,50
Sacramento,Apr-15,140,6,2,119,22,66,25,133,48,98,35
Sacramento,May-15,106,11,0,127,12,66,12,120,37,90,40
Sacramento,Jun-15,125,11,0,117,21,73,19,115,34,110,56
Sacramento,Jul-15,126,18,0,130,25,88,22,163,59,100,39
Sacramento,Aug-15,102,8,0,130,19,63,22,126,38,108,37
Sacramento,Sep-15,107,15,0,111,19,75,15,124,51,108,32
Sacramento,Oct-15,95,14,0,99,9,73,8,102,31,101,43
Sacramento,Nov-15,92,23,1,97,10,69,9,103,31,99,33
Sacramento,Dec-15,125,17,0,110,24,71,18,91,42,80,33
Sacramento,Jan-16,110,19,3,89,7,78,17,72,6,124,49
Sacramento,Feb-16,96,2,0,79,6,86,1,68,0,107,60
Sacramento,Mar-16,106,12,0,85,3,68,0,72,0,109,54
Sacramento,Apr-16,59,25,0,81,3,87,0,55,0,163,63
Sacramento,May-16,118,17,0,90,1,77,0,47,0,125,65
Sacramento,Jun-16,109,10,1,100,4,76,0,63,1,108,56
Sacramento,Jul-16,97,15,1,89,1,82,0,61,0,103,55
Sacramento,Aug-16,100,11,3,126,2,101,0,75,0,128,59
Sacramento,Sep-16,118,28,2,87,1,87,0,69,0,85,51
Sacramento,Oct-16,87,16,0,76,3,76,0,64,0,130,49
Sacramento,Nov-16,75,19,0,88,5,73,0,59,0,95,47
Sacramento,Dec-16,111,15,0,100,2,92,0,58,0,128,57
Sacramento,Jan-17,63,2,1,89,7,70,0,63,0,85,34
Sacramento,Feb-17,73,12,0,82,4,76,0,45,1,116,39
Sacramento,Mar-17,102,20,2,100,1,80,0,38,0,135,64
Sacramento,Apr-17,90,21,0,95,4,75,0,53,0,103,60
Sacramento,May-17,75,12,1,121,2,91,0,52,0,119,41
Sacramento,Jun-17,98,10,1,96,3,91,0,55,0,123,56
Sacramento,Jul-17,86,15,0,91,4,68,0,67,0,130,66
Sacramento,Aug-17,117,10,0,121,7,112,0,69,0,123,55
Sacramento,Sep-17,97,10,0,101,4,79,0,53,0,107,56
Sacramento,Oct-17,109,9,0,125,1,80,0,56,0,128,67
Sacramento,Nov-17,105,14,0,93,2,92,0,60,0,111,63
Sacramento,Dec-17,139,6,0,82,1,90,0,49,1,120,69
Sacramento,Jan-18,111,4,0,98,7,77,0,39,0,119,58
Sacramento,Feb-18,129,16,0,88,5,89,0,63,0,112,66
Sacramento,Mar-18,140,13,0,88,5,98,0,51,1,137,70
Sacramento,Apr-18,103,14,0,100,1,84,0,48,0,108,53
Sacramento,May-18,140,7,0,116,3,88,0,59,0,123,74
Sacramento,Jun-18,131,15,0,91,3,86,0,62,0,121,55
Sacramento,Jul-18,100,12,0,96,5,90,0,72,2,119,52
Sacramento,Aug-18,151,9,0,106,4,96,0,63,4,149,78
Sacramento,Sep-18,114,12,0,102,2,88,0,66,1,125,63
San Benito,Oct-11,0,0,0,1,0,0,0,1,1,1,0
San Benito,Nov-11,1,0,0,0,0,0,0,1,0,4,1
San Benito,Dec-11,2,0,0,4,0,0,0,1,3,1,0
San Benito,Jan-12,4,0,0,1,2,0,0,2,0,4,4
San Benito,Feb-12,1,0,0,1,0,1,1,0,1,7,0
San Benito,Mar-12,5,0,0,2,1,1,1,4,4,2,4
San Benito,Apr-12,0,0,0,0,0,0,0,0,0,6,5
San Benito,May-12,0,0,0,1,1,1,0,3,0,8,14
San Benito,Jun-12,3,0,0,2,1,1,0,1,1,5,2
San Benito,Jul-12,1,0,0,3,1,3,2,3,1,5,1
San Benito,Aug-12,4,0,0,0,2,0,1,3,3,6,3
San Benito,Sep-12,1,0,0,3,1,2,1,5,8,7,2
San Benito,Oct-12,6,0,0,2,1,1,5,3,11,3,3
San Benito,Nov-12,2,0,0,0,2,1,2,2,3,4,1
San Benito,Dec-12,4,0,0,1,3,1,1,2,1,1,0
San Benito,Jan-13,4,0,0,6,0,1,1,0,0,4,4
San Benito,Feb-13,4,1,0,1,1,0,1,0,0,4,0
San Benito,Mar-13,4,1,0,0,4,0,1,3,1,3,0
San Benito,Apr-13,3,0,0,1,5,1,6,4,0,3,0
San Benito,May-13,1,0,0,0,3,2,1,1,1,4,0
San Benito,Jun-13,3,0,0,0,1,1,0,1,2,3,0
San Benito,Jul-13,0,0,0,1,2,2,2,4,0,4,0
San Benito,Aug-13,4,0,0,3,2,1,1,3,0,1,0
San Benito,Sep-13,4,0,0,1,1,1,0,1,0,5,0
San Benito,Oct-13,4,0,0,0,2,2,2,1,0,3,0
San Benito,Nov-13,2,0,0,0,2,0,0,2,0,4,0
San Benito,Dec-13,0,2,0,0,1,1,0,2,0,6,0
San Benito,Jan-14,3,0,0,1,3,0,2,3,0,8,0
San Benito,Feb-14,2,0,0,0,3,0,3,0,0,1,0
San Benito,Mar-14,4,0,0,0,7,2,0,4,0,4,0
San Benito,Apr-14,0,0,0,0,5,0,2,4,0,1,0
San Benito,May-14,1,0,0,1,1,0,0,4,0,1,0
San Benito,Jun-14,1,0,0,1,1,1,0,2,0,3,0
San Benito,Jul-14,3,0,0,0,0,2,0,3,0,3,0
San Benito,Aug-14,1,0,0,0,3,0,0,2,0,1,0
San Benito,Sep-14,1,0,0,0,9,1,2,4,0,4,0
San Benito,Oct-14,4,0,0,3,5,3,0,1,0,2,0
San Benito,Nov-14,2,0,0,1,1,1,0,4,0,3,0
San Benito,Dec-14,3,0,0,1,4,1,1,2,0,1,0
San Benito,Jan-15,0,0,0,1,3,2,1,2,0,4,0
San Benito,Feb-15,2,0,0,1,3,1,1,1,0,6,0
San Benito,Mar-15,3,0,0,0,0,3,0,3,0,3,0
San Benito,Apr-15,4,0,0,0,2,1,3,8,2,5,0
San Benito,May-15,1,0,0,2,2,0,1,4,3,7,0
San Benito,Jun-15,2,0,0,1,1,0,0,3,0,3,0
San Benito,Jul-15,1,0,0,2,1,5,3,0,0,1,0
San Benito,Aug-15,4,0,0,0,1,2,1,3,1,7,0
San Benito,Sep-15,0,0,0,0,0,2,0,2,0,3,0
San Benito,Oct-15,1,0,0,0,2,2,1,2,1,4,0
San Benito,Nov-15,3,0,0,0,1,0,1,3,0,4,0
San Benito,Dec-15,2,0,0,0,1,1,1,1,0,4,0
San Benito,Jan-16,0,0,0,1,0,5,3,6,1,4,0
San Benito,Feb-16,3,0,0,0,2,2,1,0,0,4,1
San Benito,Mar-16,0,0,0,2,2,2,4,1,0,4,1
San Benito,Apr-16,2,0,0,1,0,1,1,4,0,5,1
San Benito,May-16,2,0,0,0,1,0,1,4,0,6,0
San Benito,Jun-16,2,0,0,0,2,0,2,2,0,3,0
San Benito,Jul-16,5,0,0,0,0,1,1,3,0,4,0
San Benito,Aug-16,1,0,0,0,0,1,0,2,0,3,0
San Benito,Sep-16,1,0,0,1,1,1,1,0,0,2,1
San Benito,Oct-16,1,0,0,1,0,0,0,0,0,4,1
San Benito,Nov-16,2,0,0,1,1,0,0,0,0,2,0
San Benito,Dec-16,2,0,0,0,2,1,1,0,0,1,0
San Benito,Jan-17,0,0,0,0,2,3,2,1,0,3,2
San Benito,Feb-17,3,0,0,2,1,2,3,0,0,3,2
San Benito,Mar-17,2,0,0,0,0,1,1,2,2,3,0
San Benito,Apr-17,4,0,0,1,3,1,0,0,0,2,2
San Benito,May-17,3,0,0,2,1,3,3,1,1,0,0
San Benito,Jun-17,4,0,0,1,3,0,1,1,0,0,0
San Benito,Jul-17,8,0,0,1,1,1,0,1,1,2,1
San Benito,Aug-17,5,0,0,1,1,1,2,2,1,2,3
San Benito,Sep-17,4,0,0,0,3,0,1,1,0,1,1
San Benito,Oct-17,7,0,0,0,2,1,2,1,1,4,4
San Benito,Nov-17,1,0,0,0,7,2,2,1,0,3,2
San Benito,Dec-17,3,0,0,1,6,1,2,0,0,0,0
San Benito,Jan-18,5,0,0,0,3,1,6,1,0,0,0
San Benito,Feb-18,1,0,0,0,2,0,2,0,0,0,0
San Benito,Mar-18,8,0,0,1,2,1,1,0,0,0,0
San Benito,Apr-18,2,0,0,0,2,1,3,0,0,3,1
San Benito,May-18,1,0,0,0,3,2,3,0,0,3,2
San Benito,Jun-18,1,0,0,0,3,1,1,0,0,1,1
San Benito,Jul-18,6,0,0,0,2,0,0,0,0,1,0
San Benito,Aug-18,6,0,0,0,2,0,0,0,0,1,0
San Benito,Sep-18,2,0,0,0,4,0,2,1,1,3,1
San Bernardino,Oct-11,187,3,0,3,0,1,4,268,330,311,309
San Bernardino,Nov-11,143,11,0,5,0,4,9,251,372,256,243
San Bernardino,Dec-11,204,57,0,14,1,14,29,260,353,250,242
San Bernardino,Jan-12,233,31,0,15,1,21,37,270,377,284,280
San Bernardino,Feb-12,233,29,0,25,1,36,62,331,420,268,260
San Bernardino,Mar-12,279,53,1,28,4,28,60,324,424,261,256
San Bernardino,Apr-12,242,25,5,32,3,52,85,292,384,246,240
San Bernardino,May-12,269,32,2,72,4,73,148,378,467,284,267
San Bernardino,Jun-12,275,19,1,83,10,89,181,321,395,264,251
San Bernardino,Jul-12,307,36,4,100,10,101,210,305,368,233,216
San Bernardino,Aug-12,376,99,7,73,14,80,166,268,316,185,179
San Bernardino,Sep-12,341,60,5,71,10,73,152,188,192,118,113
San Bernardino,Oct-12,352,29,4,62,9,46,116,81,37,48,43
San Bernardino,Nov-12,289,24,7,73,10,70,152,201,221,114,108
San Bernardino,Dec-12,256,18,4,47,8,54,109,115,118,83,74
San Bernardino,Jan-13,326,24,2,69,13,91,172,207,290,161,150
San Bernardino,Feb-13,284,9,1,68,17,49,133,158,204,122,110
San Bernardino,Mar-13,321,18,2,76,13,56,141,145,140,87,82
San Bernardino,Apr-13,324,3,2,54,9,29,90,47,32,44,41
San Bernardino,May-13,346,11,4,65,17,70,151,157,229,166,151
San Bernardino,Jun-13,283,9,3,67,10,66,142,151,197,153,135
San Bernardino,Jul-13,331,12,1,96,13,54,161,143,39,146,122
San Bernardino,Aug-13,351,19,1,60,13,49,121,103,29,114,86
San Bernardino,Sep-13,271,16,0,52,13,33,97,67,12,116,90
San Bernardino,Oct-13,311,10,1,50,5,24,79,47,8,75,52
San Bernardino,Nov-13,245,14,0,51,7,25,82,33,5,113,84
San Bernardino,Dec-13,275,6,3,31,2,30,62,20,3,56,45
San Bernardino,Jan-14,278,5,3,56,9,65,130,75,41,91,72
San Bernardino,Feb-14,239,11,0,48,6,37,91,46,19,71,57
San Bernardino,Mar-14,289,6,0,72,8,51,130,59,39,84,77
San Bernardino,Apr-14,305,7,0,56,10,42,107,48,15,64,50
San Bernardino,May-14,301,15,1,53,5,52,109,35,13,77,63
San Bernardino,Jun-14,321,11,0,55,5,62,119,44,19,77,69
