COUNTY,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4
Alameda,Oct-19,30,0,0,5,0,0,7,98,116,46,U
Alameda,Oct-11,30,0,0,0,0,0,0,98,116,46,U
Alameda,Nov-11,21,0,0,0,0,0,0,112,142,48,U
Alameda,Dec-11,37,0,0,0,3,3,0,112,151,62,U
Alameda,Jan-12,21,0,0,0,5,13,3,108,133,30,U
Alameda,Feb-12,24,0,0,0,2,17,6,109,133,33,U
Alameda,Mar-12,18,0,0,0,7,31,6,104,122,25,U
Alameda,Apr-12,33,0,0,0,3,11,7,165,190,31,U
Alameda,May-12,49,0,0,0,5,5,15,68,78,50,15
Alameda,Jun-12,19,0,0,0,3,4,3,179,225,63,U
Alameda,Jul-12,22,0,0,0,10,12,4,174,193,73,U
Alameda,Aug-12,28,0,0,1,8,19,5,173,220,52,U
Alameda,Sep-12,34,0,0,0,15,22,17,95,190,145,11
Alameda,Oct-12,25,0,0,1,7,21,15,126,42,138,9
Alameda,Nov-12,27,0,0,0,12,21,7,104,21,109,8
Alameda,Dec-12,26,0,0,0,6,14,9,82,28,132,7
Alameda,Jan-13,26,0,0,0,8,20,13,99,34,127,11
Alameda,Feb-13,24,0,0,1,10,30,16,82,17,103,7
Alameda,Mar-13,21,0,0,0,14,39,23,88,26,111,5
Alameda,Apr-13,7,0,0,0,19,26,17,70,16,117,11
Alameda,May-13,28,0,0,1,14,33,18,83,20,110,10
Alameda,Jun-13,10,0,0,2,20,45,32,58,15,110,7
Alameda,Jul-13,24,0,0,3,12,35,16,51,6,133,6
Alameda,Aug-13,37,0,0,2,15,34,19,71,9,110,8
Alameda,Sep-13,19,0,0,1,11,41,19,63,3,109,6
Alameda,Oct-13,30,0,0,2,12,36,18,65,5,122,8
Alameda,Nov-13,31,0,0,0,13,24,12,62,9,98,4
Alameda,Dec-13,44,0,0,3,12,35,20,80,16,96,9
Alameda,Jan-14,30,0,0,3,19,32,27,54,12,91,5
Alameda,Feb-14,22,0,0,1,12,32,14,64,12,88,8
Alameda,Mar-14,35,0,0,1,11,39,17,71,25,100,10
Alameda,Apr-14,20,0,0,4,18,47,23,68,12,95,8
Alameda,May-14,22,0,0,3,14,42,23,66,15,93,9
Alameda,Jun-14,30,0,0,2,15,32,20,81,18,85,6
Alameda,Jul-14,27,0,0,1,25,42,19,61,18,102,6
Alameda,Aug-14,25,0,0,2,24,45,24,70,15,82,10
Alameda,Sep-14,27,0,0,3,15,51,25,64,8,84,12
Alameda,Oct-14,28,0,0,2,19,31,24,76,U,80,2
Alameda,Nov-14,18,0,0,1,15,33,19,48,15,59,1
Alameda,Dec-14,31,0,0,2,18,35,21,50,11,56,9
Alameda,Jan-15,19,0,0,2,14,41,23,54,19,88,3
Alameda,Feb-15,22,0,0,3,21,34,20,51,8,73,5
Alameda,Mar-15,18,0,0,3,21,37,23,52,11,90,4
Alameda,Apr-15,29,0,0,1,15,37,17,50,7,72,7
Alameda,May-15,20,0,0,1,24,45,25,50,10,64,4
Alameda,Jun-15,21,0,0,2,15,34,15,46,8,63,4
Alameda,Jul-15,26,0,0,2,17,42,14,68,8,78,8
Alameda,Aug-15,21,0,0,2,14,45,16,52,9,77,8
Alameda,Sep-15,20,0,0,0,15,26,9,9,6,32,4
Alameda,Oct-15,23,0,0,0,17,34,10,14,11,23,8
Alameda,Nov-15,16,0,0,0,17,27,11,6,4,21,5
Alameda,Dec-15,16,0,0,0,17,40,7,14,4,22,6
Alameda,Jan-16,16,0,0,0,19,34,12,12,7,25,5
Alameda,Feb-16,14,0,0,0,12,46,11,17,8,14,6
Alameda,Mar-16,18,0,0,0,20,47,9,12,13,16,4
Alameda,Apr-16,14,0,0,0,24,41,12,12,4,27,8
Alameda,May-16,16,0,0,0,21,48,14,14,13,19,3
Alameda,Jun-16,15,0,0,0,17,49,10,12,6,15,2
Alameda,Jul-16,16,0,0,0,19,41,14,1,3,7,3
Alameda,Aug-16,U,U,U,U,U,U,U,U,U,U,U
Alameda,Sep-16,U,U,U,U,U,U,U,U,U,U,U
Alameda,Oct-16,U,U,U,U,U,U,U,U,U,U,U
Alameda,Nov-16,U,U,U,U,U,U,U,U,U,U,U
Alameda,Dec-16,U,U,U,U,U,U,U,U,U,U,U
Alameda,Jan-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Feb-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Mar-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Apr-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,May-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Jun-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Jul-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Aug-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Sep-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Oct-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Nov-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Dec-17,U,U,U,U,U,U,U,U,U,U,U
Alameda,Jan-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Feb-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Mar-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Apr-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,May-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Jun-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Jul-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Aug-18,U,U,U,U,U,U,U,U,U,U,U
Alameda,Sep-18,U,U,U,U,U,U,U,U,U,U,U
Amador,Oct-11,0,0,0,0,0,0,0,4,3,0,0
Amador,Nov-11,2,0,0,1,1,0,0,1,0,2,0
Amador,Dec-11,6,0,0,2,3,0,1,1,1,0,1
Amador,Jan-12,3,0,0,1,1,0,0,8,1,3,0
Amador,Feb-12,2,1,0,4,4,0,0,4,5,4,0
Amador,Mar-12,3,2,0,3,3,0,0,4,2,3,1
Amador,Apr-12,3,0,0,2,3,0,0,3,2,2,1
Amador,May-12,10,0,0,0,1,0,2,7,4,1,1
Amador,Jun-12,2,0,1,1,0,3,1,4,3,1,0
Amador,Jul-12,3,0,0,1,0,1,0,4,4,5,1
Amador,Aug-12,3,0,0,2,3,0,2,2,4,4,0
Amador,Sep-12,3,0,0,0,1,0,2,1,0,1,0
Amador,Oct-12,1,0,0,0,3,0,4,4,2,1,0
Amador,Nov-12,2,0,0,2,2,0,1,1,3,4,0
Amador,Dec-12,5,0,0,2,0,0,2,1,0,2,0
Amador,Jan-13,4,0,0,0,2,0,2,3,4,1,0
Amador,Feb-13,1,0,0,0,2,0,1,4,3,2,0
Amador,Mar-13,2,0,0,3,3,0,1,0,4,2,0
Amador,Apr-13,1,0,0,0,0,0,0,1,2,2,0
Amador,May-13,3,0,0,1,3,0,2,1,2,5,0
Amador,Jun-13,0,0,0,0,1,0,0,0,3,1,0
Amador,Jul-13,0,0,0,0,1,0,0,0,0,0,1
Amador,Aug-13,2,0,0,0,0,0,1,0,0,2,1
Amador,Sep-13,6,0,0,0,1,1,0,0,0,0,0
Amador,Oct-13,4,0,0,0,0,0,0,5,0,1,0
Amador,Nov-13,2,0,0,0,0,0,0,2,1,0,0
Amador,Dec-13,4,0,0,0,1,0,1,3,0,1,0
Amador,Jan-14,1,0,0,0,0,0,0,0,0,0,0
Amador,Feb-14,2,0,0,0,1,0,1,3,1,2,0
Amador,Mar-14,2,0,0,2,0,0,0,1,0,0,0
Amador,Apr-14,4,0,0,3,2,0,0,2,0,1,0
Amador,May-14,2,0,0,1,1,0,1,1,1,0,0
Amador,Jun-14,6,0,0,1,2,0,1,4,1,1,0
Amador,Jul-14,6,0,0,1,3,0,1,2,0,0,0
Amador,Aug-14,5,0,0,4,2,0,1,2,1,0,0
Amador,Sep-14,1,0,0,3,4,0,0,3,1,1,0
Amador,Oct-14,2,0,0,1,4,0,2,0,0,1,0
Amador,Nov-14,0,0,0,1,2,0,1,1,0,0,0
Amador,Dec-14,1,0,0,0,4,1,1,2,0,0,0
Amador,Jan-15,2,0,0,5,0,1,0,1,0,0,0
Amador,Feb-15,2,0,0,3,2,0,2,0,0,2,0
Amador,Mar-15,6,0,0,2,1,0,3,0,1,0,0
Amador,Apr-15,3,0,0,0,7,0,6,2,0,1,0
Amador,May-15,1,0,0,0,3,0,2,1,0,1,0
Amador,Jun-15,2,0,0,0,0,0,1,0,0,0,0
Amador,Jul-15,2,0,0,2,0,0,0,3,0,1,0
Amador,Aug-15,1,0,0,1,6,2,4,1,1,1,0
Amador,Sep-15,2,0,0,0,1,0,2,0,0,0,0
Amador,Oct-15,0,0,0,1,3,0,2,0,0,1,0
Amador,Nov-15,0,0,0,1,4,0,3,1,0,1,0
Amador,Dec-15,5,0,0,0,1,0,1,1,1,0,0
Amador,Jan-16,2,0,0,0,1,0,1,0,0,1,1
Amador,Feb-16,0,0,0,1,2,0,1,1,0,1,0
Amador,Mar-16,0,0,0,2,3,0,0,2,0,1,0
Amador,Apr-16,3,0,0,0,0,0,1,0,0,1,1
Amador,May-16,1,0,0,0,0,2,1,0,0,2,1
Amador,Jun-16,2,0,0,0,5,0,3,0,0,0,0
Amador,Jul-16,2,0,0,0,1,0,0,0,0,0,0
Amador,Aug-16,3,0,0,2,5,1,2,1,0,1,0
Amador,Sep-16,4,0,0,4,7,1,2,3,1,1,1
Amador,Oct-16,3,0,0,3,3,1,1,2,2,0,0
Amador,Nov-16,2,0,0,0,2,0,2,1,1,0,0
Amador,Dec-16,0,0,0,5,5,0,5,2,0,0,0
Amador,Jan-17,3,0,0,0,4,0,3,0,0,0,0
Amador,Feb-17,4,0,0,1,1,0,1,2,0,1,0
Amador,Mar-17,3,0,0,3,5,0,2,0,0,0,0
Amador,Apr-17,0,0,0,0,1,0,1,2,0,1,0
Amador,May-17,2,0,0,1,5,0,2,1,1,0,0
Amador,Jun-17,1,0,0,3,4,0,2,1,0,0,0
Amador,Jul-17,3,0,0,1,1,0,1,8,2,4,2
Amador,Aug-17,8,0,0,5,1,0,1,2,1,2,0
Amador,Sep-17,3,0,0,1,1,0,1,0,0,1,0
Amador,Oct-17,2,0,0,0,4,0,1,2,0,0,0
Amador,Nov-17,2,0,0,0,1,2,1,1,1,2,1
Amador,Dec-17,4,0,0,0,1,0,0,2,1,1,0
Amador,Jan-18,2,0,0,1,3,0,1,2,0,0,0
Amador,Feb-18,5,0,0,0,3,1,2,1,1,0,1
Amador,Mar-18,1,0,0,4,0,0,0,3,0,3,0
Amador,Apr-18,2,0,0,2,3,0,3,1,0,0,0
Amador,May-18,1,0,0,1,2,0,1,3,0,0,0
Amador,Jun-18,1,0,0,1,0,0,1,1,1,1,0
Amador,Jul-18,0,0,0,1,3,1,2,2,0,1,0
Amador,Aug-18,0,0,0,1,2,0,1,4,2,2,0
Amador,Sep-18,0,0,0,0,2,1,1,3,0,3,0
Butte,Oct-11,29,1,0,0,0,0,0,36,14,23,1
Butte,Nov-11,19,2,0,0,2,0,2,38,19,20,3
Butte,Dec-11,21,16,2,0,4,0,6,31,17,33,5
Butte,Jan-12,24,9,0,1,7,7,8,28,20,34,0
Butte,Feb-12,26,29,1,11,10,9,12,25,13,15,3
Butte,Mar-12,28,35,6,13,5,13,4,30,18,27,3
Butte,Apr-12,26,18,2,8,9,10,6,30,8,28,6
Butte,May-12,31,19,7,11,5,12,3,33,9,12,2
Butte,Jun-12,26,18,13,9,7,21,5,44,25,19,4
Butte,Jul-12,22,11,9,7,5,17,4,26,33,24,4
Butte,Aug-12,21,12,13,11,13,12,9,25,26,19,5
Butte,Sep-12,9,15,5,7,8,16,7,36,17,13,5
Butte,Oct-12,25,15,9,16,8,11,6,43,49,16,7
Butte,Nov-12,18,25,3,14,6,13,8,24,32,16,4
Butte,Dec-12,16,18,4,8,12,16,9,24,28,16,4
Butte,Jan-13,29,22,3,21,10,18,12,38,39,18,4
Butte,Feb-13,26,24,6,18,7,13,10,31,28,8,3
Butte,Mar-13,21,24,11,23,11,18,16,32,34,9,2
Butte,Apr-13,21,18,19,12,15,24,13,21,27,14,5
Butte,May-13,26,24,15,22,5,18,7,26,10,24,4
Butte,Jun-13,22,19,12,10,11,18,10,15,10,19,2
Butte,Jul-13,26,25,14,16,20,19,16,16,8,15,2
Butte,Aug-13,29,21,17,23,12,16,12,29,6,16,1
Butte,Sep-13,33,16,11,23,8,17,13,14,9,20,2
Butte,Oct-13,24,21,12,20,10,27,13,30,16,11,0
Butte,Nov-13,19,15,8,22,4,17,4,22,8,11,1
Butte,Dec-13,23,14,7,23,3,19,5,8,11,8,2
Butte,Jan-14,29,24,12,18,12,20,9,16,11,13,4
Butte,Feb-14,24,22,9,7,7,13,11,18,12,13,0
Butte,Mar-14,25,23,9,19,6,28,4,17,12,11,0
Butte,Apr-14,22,16,13,15,8,15,8,25,16,12,3
Butte,May-14,28,21,12,16,14,30,14,19,15,7,2
Butte,Jun-14,22,24,8,26,5,16,10,15,20,12,1
Butte,Jul-14,31,40,15,15,7,24,8,20,17,10,2
Butte,Aug-14,26,15,17,28,10,11,13,17,5,8,3
Butte,Sep-14,30,35,15,18,8,20,11,15,3,9,2
Butte,Oct-14,22,20,18,24,7,12,3,18,21,6,2
Butte,Nov-14,10,24,19,21,8,19,6,8,17,5,2
Butte,Dec-14,10,15,17,26,6,12,17,16,11,2,5
Butte,Jan-15,6,23,11,38,8,18,17,13,7,6,9
Butte,Feb-15,16,24,13,24,15,9,24,19,6,4,9
Butte,Mar-15,14,16,10,27,11,14,22,22,10,9,1
Butte,Apr-15,14,21,13,20,15,16,16,14,8,11,3
Butte,May-15,8,13,10,19,8,9,7,11,7,8,2
Butte,Jun-15,15,11,8,19,12,17,12,10,6,13,5
Butte,Jul-15,11,18,6,10,7,17,7,19,10,10,2
Butte,Aug-15,8,15,14,14,16,15,15,16,7,11,4
Butte,Sep-15,16,19,6,8,14,12,13,22,12,12,0
Butte,Oct-15,16,11,11,11,18,23,21,24,19,11,3
Butte,Nov-15,7,11,7,9,7,10,8,15,10,8,2
Butte,Dec-15,11,16,12,10,9,13,6,24,12,9,2
Butte,Jan-16,4,17,6,4,13,20,12,20,13,28,4
Butte,Feb-16,8,21,6,5,8,18,8,20,6,16,3
Butte,Mar-16,8,16,3,9,16,23,9,13,9,24,7
Butte,Apr-16,19,12,7,6,10,16,11,15,11,24,8
Butte,May-16,11,21,12,14,8,23,9,16,7,27,4
Butte,Jun-16,12,19,5,10,11,26,7,22,8,19,9
Butte,Jul-16,15,13,3,9,9,28,6,17,11,23,6
Butte,Aug-16,20,15,9,14,12,18,11,24,11,20,9
Butte,Sep-16,18,14,6,17,15,13,16,23,12,16,5
Butte,Oct-16,26,13,7,12,10,15,10,14,10,12,2
Butte,Nov-16,11,19,6,13,15,17,10,17,9,12,4
Butte,Dec-16,30,11,2,11,15,11,18,15,9,10,3
Butte,Jan-17,9,18,12,16,15,13,12,30,5,6,3
Butte,Feb-17,12,15,11,15,15,11,13,24,11,19,2
Butte,Mar-17,28,23,11,18,12,26,15,24,17,15,7
Butte,Apr-17,29,15,5,10,11,15,5,26,11,10,6
Butte,May-17,23,16,5,13,16,17,11,22,10,12,3
Butte,Jun-17,18,11,9,8,15,22,14,32,20,25,7
Butte,Jul-17,20,13,12,7,9,17,12,23,10,18,1
Butte,Aug-17,34,21,9,11,19,14,7,22,4,26,4
Butte,Sep-17,13,20,13,6,13,20,19,23,6,15,3
Butte,Oct-17,14,15,6,4,29,16,18,20,8,15,4
Butte,Nov-17,23,14,16,10,20,11,13,15,6,19,1
Butte,Dec-17,22,15,7,7,18,18,28,23,8,18,2
Butte,Jan-18,10,22,13,13,24,25,13,24,12,12,7
Butte,Feb-18,20,11,10,19,16,17,16,13,9,18,7
Butte,Mar-18,17,14,12,15,20,18,18,21,8,18,5
Butte,Apr-18,12,16,17,23,13,36,14,18,5,16,6
Butte,May-18,20,20,3,9,14,25,11,26,12,18,5
Butte,Jun-18,21,9,7,23,20,16,18,25,13,20,10
Butte,Jul-18,24,13,16,18,17,22,12,35,8,14,5
Butte,Aug-18,34,27,8,14,11,23,13,32,14,26,7
Butte,Sep-18,23,16,12,12,15,18,11,21,6,19,7
Calaveras,Oct-11,2,0,0,0,0,0,0,2,1,4,4
Calaveras,Nov-11,1,0,0,0,0,0,0,1,1,6,5
Calaveras,Dec-11,1,0,0,0,0,0,0,2,0,3,1
Calaveras,Jan-12,1,0,0,0,0,0,0,2,1,3,1
Calaveras,Feb-12,0,0,0,2,3,1,2,1,1,7,7
Calaveras,Mar-12,3,0,0,2,0,0,0,3,1,3,3
Calaveras,Apr-12,1,0,0,0,0,0,0,6,4,3,1
Calaveras,May-12,5,0,0,0,2,1,1,1,1,3,1
Calaveras,Jun-12,2,0,0,0,2,2,1,1,1,4,2
Calaveras,Jul-12,1,0,0,2,2,0,0,2,2,4,3
Calaveras,Aug-12,1,0,0,0,0,0,0,1,1,1,0
Calaveras,Sep-12,5,0,0,2,5,0,0,1,0,4,0
Calaveras,Oct-12,1,0,0,0,0,1,0,1,0,2,2
Calaveras,Nov-12,0,0,0,1,2,0,0,1,1,0,0
Calaveras,Dec-12,1,0,0,0,2,0,1,1,0,4,3
Calaveras,Jan-13,1,0,0,0,2,2,0,4,1,1,0
Calaveras,Feb-13,1,0,0,1,2,3,0,1,2,2,0
Calaveras,Mar-13,1,0,0,1,1,1,2,2,0,1,0
Calaveras,Apr-13,0,0,0,0,2,1,2,3,1,2,0
Calaveras,May-13,0,0,0,0,1,3,1,2,1,1,0
Calaveras,Jun-13,0,0,0,0,1,1,1,2,0,2,1
Calaveras,Jul-13,2,0,0,0,1,0,1,1,0,2,0
Calaveras,Aug-13,1,0,0,2,0,0,0,1,0,0,0
Calaveras,Sep-13,5,0,0,2,5,0,0,0,0,1,0
Calaveras,Oct-13,3,0,0,1,1,4,0,3,0,2,0
Calaveras,Nov-13,1,0,0,0,2,0,0,0,0,0,0
Calaveras,Dec-13,1,0,0,1,3,2,0,2,0,5,0
Calaveras,Jan-14,1,0,0,1,2,2,0,1,0,1,2
Calaveras,Feb-14,2,0,0,0,1,1,0,1,0,1,2
Calaveras,Mar-14,1,0,0,0,3,0,6,0,0,1,0
Calaveras,Apr-14,1,0,0,0,1,0,0,1,0,2,0
Calaveras,May-14,4,0,0,0,0,3,1,0,0,1,0
Calaveras,Jun-14,0,0,0,0,0,4,2,0,0,0,0
Calaveras,Jul-14,1,0,0,0,0,1,0,1,0,1,2
Calaveras,Aug-14,3,0,0,0,0,2,1,0,0,0,0
Calaveras,Sep-14,2,0,0,0,2,1,2,2,0,1,0
Calaveras,Oct-14,2,0,0,0,1,0,1,0,0,0,0
Calaveras,Nov-14,1,0,0,0,0,1,1,1,0,1,0
Calaveras,Dec-14,4,0,0,0,1,2,1,0,0,2,0
Calaveras,Jan-15,0,0,0,0,3,3,2,1,0,0,0
Calaveras,Feb-15,1,0,0,1,0,5,0,0,0,3,1
Calaveras,Mar-15,1,0,0,1,2,4,1,2,0,1,1
Calaveras,Apr-15,0,0,0,0,1,0,1,3,0,2,1
Calaveras,May-15,2,0,0,0,0,3,2,1,1,2,1
Calaveras,Jun-15,0,0,0,1,0,2,2,1,1,0,0
Calaveras,Jul-15,0,0,0,1,1,2,2,1,1,2,0
Calaveras,Aug-15,1,0,0,0,1,1,1,1,1,1,0
Calaveras,Sep-15,3,0,0,1,3,1,1,2,1,3,1
Calaveras,Oct-15,1,0,0,1,3,2,6,1,0,3,0
Calaveras,Nov-15,1,0,0,1,1,1,2,1,0,4,0
Calaveras,Dec-15,2,0,0,1,0,1,1,0,0,0,0
Calaveras,Jan-16,0,0,0,0,0,0,0,1,1,1,0
Calaveras,Feb-16,0,0,0,0,0,1,0,0,0,1,0
Calaveras,Mar-16,1,0,0,0,1,2,2,1,0,1,1
Calaveras,Apr-16,3,0,0,1,1,1,1,2,0,2,0
Calaveras,May-16,0,0,0,1,0,0,0,2,0,5,1
Calaveras,Jun-16,2,0,0,0,2,1,4,1,0,0,1
Calaveras,Jul-16,3,0,0,4,1,1,2,1,0,0,0
Calaveras,Aug-16,0,0,0,1,2,1,1,0,0,2,1
Calaveras,Sep-16,0,0,0,1,1,3,4,0,0,1,0
Calaveras,Oct-16,2,0,0,3,0,1,2,0,0,2,1
Calaveras,Nov-16,0,0,0,1,0,0,0,0,0,0,0
Calaveras,Dec-16,2,0,0,0,2,2,3,0,0,1,1
Calaveras,Jan-17,1,0,0,2,4,2,5,1,1,3,0
Calaveras,Feb-17,1,0,0,0,1,3,1,1,0,2,0
Calaveras,Mar-17,0,0,0,0,1,4,4,1,0,2,3
Calaveras,Apr-17,1,0,0,0,0,1,4,0,1,2,2
Calaveras,May-17,1,0,0,0,0,0,0,0,0,1,1
Calaveras,Jun-17,0,0,0,1,1,0,0,0,0,1,1
Calaveras,Jul-17,0,0,0,2,1,2,3,1,1,0,0
Calaveras,Aug-17,1,0,0,1,1,0,2,0,1,2,1
Calaveras,Sep-17,1,0,0,3,1,2,2,0,0,2,0
Calaveras,Oct-17,2,0,0,2,2,2,2,1,0,4,0
Calaveras,Nov-17,1,0,0,0,1,3,1,1,0,2,2
Calaveras,Dec-17,1,0,0,3,1,2,2,0,1,3,3
Calaveras,Jan-18,1,0,0,4,0,1,1,0,0,4,0
Calaveras,Feb-18,1,0,0,2,2,0,1,0,1,1,1
Calaveras,Mar-18,0,0,0,2,4,3,3,0,0,0,1
Calaveras,Apr-18,0,0,0,1,4,1,3,0,0,1,0
Calaveras,May-18,0,0,0,0,4,1,5,0,1,1,1
Calaveras,Jun-18,1,0,0,1,0,1,1,0,0,1,0
Calaveras,Jul-18,2,0,0,4,3,0,5,1,0,2,1
Calaveras,Aug-18,0,0,0,3,4,0,3,0,1,2,2
Calaveras,Sep-18,0,0,0,0,2,2,6,0,0,0,0
Colusa,Oct-11,4,0,0,0,0,0,0,1,2,2,0
Colusa,Nov-11,1,0,0,0,0,0,0,0,1,0,0
Colusa,Dec-11,3,0,0,0,0,0,0,1,1,1,1
Colusa,Jan-12,2,0,0,0,0,0,0,1,1,0,0
Colusa,Feb-12,3,0,0,0,0,0,0,0,0,3,0
Colusa,Mar-12,3,0,0,0,0,0,0,0,0,1,0
Colusa,Apr-12,1,0,0,1,0,0,0,2,2,0,0
Colusa,May-12,0,0,0,0,0,0,0,1,1,0,1
Colusa,Jun-12,0,0,0,0,0,1,0,1,1,0,1
Colusa,Jul-12,1,0,0,1,2,0,0,0,0,0,0
Colusa,Aug-12,2,1,0,0,0,0,2,1,1,1,0
Colusa,Sep-12,2,0,0,0,2,0,0,0,0,0,1
Colusa,Oct-12,2,0,0,1,1,0,2,1,1,0,0
Colusa,Nov-12,0,0,0,0,1,0,1,1,1,1,0
Colusa,Dec-12,0,0,0,1,0,1,0,0,2,0,0
Colusa,Jan-13,2,0,0,1,0,2,2,0,0,2,1
Colusa,Feb-13,0,0,0,0,0,0,0,1,1,1,0
Colusa,Mar-13,1,0,0,0,1,1,1,3,1,1,0
Colusa,Apr-13,0,0,0,1,0,0,0,4,2,0,0
Colusa,May-13,4,0,0,0,0,1,2,2,1,2,0
Colusa,Jun-13,3,0,0,0,0,0,0,0,0,4,3
Colusa,Jul-13,5,0,0,1,1,0,0,1,0,6,5
Colusa,Aug-13,3,0,0,1,1,0,1,2,0,1,0
Colusa,Sep-13,3,1,0,0,0,0,1,2,0,1,0
Colusa,Oct-13,0,0,0,0,2,0,0,0,0,1,0
Colusa,Nov-13,0,0,0,0,1,1,1,1,0,1,0
Colusa,Dec-13,2,0,0,0,0,0,0,1,0,0,1
Colusa,Jan-14,4,0,0,0,0,0,1,1,0,1,0
Colusa,Feb-14,1,0,0,0,0,0,0,0,0,2,2
Colusa,Mar-14,2,0,0,1,0,1,0,0,0,1,0
Colusa,Apr-14,2,0,0,0,0,0,1,0,0,3,0
Colusa,May-14,1,0,0,0,1,0,1,0,0,0,0
Colusa,Jun-14,1,0,0,1,2,0,0,1,0,0,0
Colusa,Jul-14,4,0,0,2,2,0,2,0,0,1,0
Colusa,Aug-14,2,0,0,0,1,0,1,0,0,1,0
Colusa,Sep-14,1,0,0,1,0,0,0,0,0,1,0
Colusa,Oct-14,6,0,0,1,0,0,0,0,0,0,0
Colusa,Nov-14,1,0,0,0,0,0,0,0,0,0,0
Colusa,Dec-14,1,0,0,0,0,0,0,0,0,0,0
Colusa,Jan-15,3,0,0,1,3,0,1,0,0,1,0
Colusa,Feb-15,3,0,0,0,1,0,2,3,0,1,0
Colusa,Mar-15,2,0,0,1,1,1,1,0,0,1,0
Colusa,Apr-15,0,0,0,0,3,0,1,0,1,0,0
Colusa,May-15,0,0,0,0,0,0,3,0,0,0,0
Colusa,Jun-15,2,0,0,0,2,1,1,0,0,1,0
Colusa,Jul-15,2,0,0,0,1,0,1,1,0,0,0
Colusa,Aug-15,4,0,0,0,0,0,0,0,0,1,0
Colusa,Sep-15,3,0,0,0,2,1,3,1,0,4,0
Colusa,Oct-15,0,0,0,0,2,0,2,1,0,1,1
Colusa,Nov-15,0,0,0,0,0,0,0,0,1,2,0
Colusa,Dec-15,1,0,0,0,1,0,1,0,0,1,0
Colusa,Jan-16,2,0,0,0,1,0,2,0,0,1,0
Colusa,Feb-16,2,0,0,3,1,0,1,0,0,1,0
Colusa,Mar-16,1,0,0,0,1,1,1,0,0,2,0
Colusa,Apr-16,3,0,0,0,0,1,0,0,0,1,0
Colusa,May-16,1,0,0,0,0,2,2,1,0,1,0
Colusa,Jun-16,1,0,0,0,1,0,1,0,0,1,0
Colusa,Jul-16,1,0,0,1,0,1,1,0,0,1,0
Colusa,Aug-16,3,0,0,1,0,2,2,0,0,0,0
Colusa,Sep-16,1,0,0,0,1,1,1,0,0,0,0
Colusa,Oct-16,0,0,0,0,1,1,3,0,0,0,0
Colusa,Nov-16,4,0,0,0,0,0,0,0,0,0,0
Colusa,Dec-16,0,0,0,0,1,1,1,1,0,0,0
Colusa,Jan-17,2,0,0,1,1,0,3,U,U,U,U
Colusa,Feb-17,1,0,0,0,2,2,1,U,U,U,U
Colusa,Mar-17,2,0,0,2,1,0,3,0,0,1,1
Colusa,Apr-17,1,0,0,0,3,0,2,1,1,0,0
Colusa,May-17,2,0,0,0,2,0,2,2,2,1,2
Colusa,Jun-17,2,0,0,0,1,0,2,0,0,1,0
Colusa,Jul-17,1,0,0,0,1,2,1,1,1,1,0
Colusa,Aug-17,4,0,0,1,0,0,0,1,1,0,0
Colusa,Sep-17,3,0,0,1,1,0,2,0,0,1,0
Colusa,Oct-17,3,0,0,0,2,0,1,1,0,2,0
Colusa,Nov-17,2,0,0,2,0,0,1,1,0,2,0
Colusa,Dec-17,1,0,0,0,1,0,0,1,0,0,0
Colusa,Jan-18,6,0,0,1,0,0,0,1,2,1,0
Colusa,Feb-18,3,0,0,1,2,0,0,2,1,2,0
Colusa,Mar-18,4,0,0,0,1,1,2,4,1,2,0
Colusa,Apr-18,2,0,0,1,3,0,2,0,0,1,0
Colusa,May-18,3,0,0,0,0,2,2,0,0,7,1
Colusa,Jun-18,2,0,0,0,2,1,1,2,0,2,0
Colusa,Jul-18,0,0,0,1,0,0,1,1,0,2,0
Colusa,Aug-18,2,0,0,0,1,1,3,2,0,0,0
Colusa,Sep-18,0,0,0,0,0,0,1,1,2,1,0
Contra Costa,Oct-11,20,U,U,0,0,0,0,63,26,70,9
Contra Costa,Nov-11,25,U,U,0,1,0,0,53,29,63,7
Contra Costa,Dec-11,15,1,U,0,2,2,1,54,28,70,10
Contra Costa,Jan-12,16,4,U,0,3,7,4,76,47,63,8
Contra Costa,Feb-12,14,U,U,0,4,5,3,55,36,53,4
Contra Costa,Mar-12,10,2,1,1,3,10,4,31,37,62,8
